orcid,username,ufirstname,ulastname,uemail,ucity,ucountry,uinstitution,udepartment,phone1,cid,cfullname,cstartdate,cenddate,cshortname,cfacultad,course_uri
0000-0000-0000-1624,user1624,NombreUsuario1624,Apellido1624,user1624@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291624,1690,curso #1624,1596547808,1603547808,curso#1624,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1690
0000-0000-0000-1625,user1625,NombreUsuario1625,Apellido1625,user1625@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291625,1691,curso #1625,1596547808,1603547808,curso#1625,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1691
0000-0000-0000-1626,user1626,NombreUsuario1626,Apellido1626,user1626@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291626,1692,curso #1626,1596547809,1603547809,curso#1626,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1692
0000-0000-0000-1627,user1627,NombreUsuario1627,Apellido1627,user1627@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291627,1693,curso #1627,1596547809,1603547809,curso#1627,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1693
0000-0000-0000-1628,user1628,NombreUsuario1628,Apellido1628,user1628@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291628,1694,curso #1628,1596547809,1603547809,curso#1628,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1694
0000-0000-0000-1629,user1629,NombreUsuario1629,Apellido1629,user1629@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291629,1695,curso #1629,1596547810,1603547810,curso#1629,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1695
0000-0000-0000-1630,user1630,NombreUsuario1630,Apellido1630,user1630@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291630,1696,curso #1630,1596547810,1603547810,curso#1630,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1696
0000-0000-0000-1631,user1631,NombreUsuario1631,Apellido1631,user1631@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291631,1697,curso #1631,1596547811,1603547811,curso#1631,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1697
0000-0000-0000-1632,user1632,NombreUsuario1632,Apellido1632,user1632@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291632,1698,curso #1632,1596547811,1603547811,curso#1632,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1698
0000-0000-0000-1633,user1633,NombreUsuario1633,Apellido1633,user1633@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291633,1699,curso #1633,1596547811,1603547811,curso#1633,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1699
0000-0000-0000-1634,user1634,NombreUsuario1634,Apellido1634,user1634@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291634,1700,curso #1634,1596547812,1603547812,curso#1634,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1700
0000-0000-0000-1635,user1635,NombreUsuario1635,Apellido1635,user1635@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291635,1701,curso #1635,1596547812,1603547812,curso#1635,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1701
0000-0000-0000-1636,user1636,NombreUsuario1636,Apellido1636,user1636@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291636,1702,curso #1636,1596547813,1603547813,curso#1636,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1702
0000-0000-0000-1637,user1637,NombreUsuario1637,Apellido1637,user1637@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291637,1703,curso #1637,1596547813,1603547813,curso#1637,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1703
0000-0000-0000-1638,user1638,NombreUsuario1638,Apellido1638,user1638@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291638,1704,curso #1638,1596547813,1603547813,curso#1638,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1704
0000-0000-0000-1639,user1639,NombreUsuario1639,Apellido1639,user1639@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291639,1705,curso #1639,1596547814,1603547814,curso#1639,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1705
0000-0000-0000-1640,user1640,NombreUsuario1640,Apellido1640,user1640@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291640,1706,curso #1640,1596547814,1603547814,curso#1640,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1706
0000-0000-0000-1641,user1641,NombreUsuario1641,Apellido1641,user1641@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291641,1707,curso #1641,1596547815,1603547815,curso#1641,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1707
0000-0000-0000-1642,user1642,NombreUsuario1642,Apellido1642,user1642@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291642,1708,curso #1642,1596547815,1603547815,curso#1642,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1708
0000-0000-0000-1643,user1643,NombreUsuario1643,Apellido1643,user1643@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291643,1709,curso #1643,1596547815,1603547815,curso#1643,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1709
0000-0000-0000-1644,user1644,NombreUsuario1644,Apellido1644,user1644@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291644,1710,curso #1644,1596547816,1603547816,curso#1644,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1710
0000-0000-0000-1645,user1645,NombreUsuario1645,Apellido1645,user1645@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291645,1711,curso #1645,1596547816,1603547816,curso#1645,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1711
0000-0000-0000-1646,user1646,NombreUsuario1646,Apellido1646,user1646@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291646,1712,curso #1646,1596547816,1603547816,curso#1646,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1712
0000-0000-0000-1647,user1647,NombreUsuario1647,Apellido1647,user1647@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291647,1713,curso #1647,1596547817,1603547817,curso#1647,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1713
0000-0000-0000-1648,user1648,NombreUsuario1648,Apellido1648,user1648@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291648,1714,curso #1648,1596547817,1603547817,curso#1648,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1714
0000-0000-0000-1649,user1649,NombreUsuario1649,Apellido1649,user1649@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291649,1715,curso #1649,1596547818,1603547818,curso#1649,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1715
0000-0000-0000-1650,user1650,NombreUsuario1650,Apellido1650,user1650@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291650,1716,curso #1650,1596547818,1603547818,curso#1650,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1716
0000-0000-0000-1651,user1651,NombreUsuario1651,Apellido1651,user1651@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291651,1717,curso #1651,1596547819,1603547819,curso#1651,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1717
0000-0000-0000-1652,user1652,NombreUsuario1652,Apellido1652,user1652@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291652,1718,curso #1652,1596547819,1603547819,curso#1652,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1718
0000-0000-0000-1653,user1653,NombreUsuario1653,Apellido1653,user1653@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291653,1719,curso #1653,1596547819,1603547819,curso#1653,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1719
0000-0000-0000-1654,user1654,NombreUsuario1654,Apellido1654,user1654@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291654,1720,curso #1654,1596547820,1603547820,curso#1654,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1720
0000-0000-0000-1655,user1655,NombreUsuario1655,Apellido1655,user1655@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291655,1721,curso #1655,1596547820,1603547820,curso#1655,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1721
0000-0000-0000-1656,user1656,NombreUsuario1656,Apellido1656,user1656@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291656,1722,curso #1656,1596547821,1603547821,curso#1656,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1722
0000-0000-0000-1657,user1657,NombreUsuario1657,Apellido1657,user1657@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291657,1723,curso #1657,1596547821,1603547821,curso#1657,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1723
0000-0000-0000-1658,user1658,NombreUsuario1658,Apellido1658,user1658@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291658,1724,curso #1658,1596547821,1603547821,curso#1658,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1724
0000-0000-0000-1659,user1659,NombreUsuario1659,Apellido1659,user1659@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291659,1725,curso #1659,1596547822,1603547822,curso#1659,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1725
0000-0000-0000-1660,user1660,NombreUsuario1660,Apellido1660,user1660@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291660,1726,curso #1660,1596547822,1603547822,curso#1660,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1726
0000-0000-0000-1661,user1661,NombreUsuario1661,Apellido1661,user1661@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291661,1727,curso #1661,1596547823,1603547823,curso#1661,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1727
0000-0000-0000-1662,user1662,NombreUsuario1662,Apellido1662,user1662@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291662,1728,curso #1662,1596547823,1603547823,curso#1662,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1728
0000-0000-0000-1663,user1663,NombreUsuario1663,Apellido1663,user1663@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291663,1729,curso #1663,1596547824,1603547824,curso#1663,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1729
0000-0000-0000-1664,user1664,NombreUsuario1664,Apellido1664,user1664@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291664,1730,curso #1664,1596547824,1603547824,curso#1664,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1730
0000-0000-0000-1665,user1665,NombreUsuario1665,Apellido1665,user1665@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291665,1731,curso #1665,1596547824,1603547824,curso#1665,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1731
0000-0000-0000-1666,user1666,NombreUsuario1666,Apellido1666,user1666@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291666,1732,curso #1666,1596547825,1603547825,curso#1666,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1732
0000-0000-0000-1667,user1667,NombreUsuario1667,Apellido1667,user1667@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291667,1733,curso #1667,1596547825,1603547825,curso#1667,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1733
0000-0000-0000-1668,user1668,NombreUsuario1668,Apellido1668,user1668@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291668,1734,curso #1668,1596547826,1603547826,curso#1668,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1734
0000-0000-0000-1669,user1669,NombreUsuario1669,Apellido1669,user1669@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291669,1735,curso #1669,1596547827,1603547827,curso#1669,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1735
0000-0000-0000-1670,user1670,NombreUsuario1670,Apellido1670,user1670@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291670,1736,curso #1670,1596547827,1603547827,curso#1670,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1736
0000-0000-0000-1671,user1671,NombreUsuario1671,Apellido1671,user1671@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291671,1737,curso #1671,1596547827,1603547827,curso#1671,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1737
0000-0000-0000-1672,user1672,NombreUsuario1672,Apellido1672,user1672@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291672,1738,curso #1672,1596547828,1603547828,curso#1672,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1738
0000-0000-0000-1673,user1673,NombreUsuario1673,Apellido1673,user1673@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291673,1739,curso #1673,1596547828,1603547828,curso#1673,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1739
0000-0000-0000-1674,user1674,NombreUsuario1674,Apellido1674,user1674@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291674,1740,curso #1674,1596547829,1603547829,curso#1674,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1740
0000-0000-0000-1675,user1675,NombreUsuario1675,Apellido1675,user1675@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291675,1741,curso #1675,1596547829,1603547829,curso#1675,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1741
0000-0000-0000-1676,user1676,NombreUsuario1676,Apellido1676,user1676@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291676,1742,curso #1676,1596547829,1603547829,curso#1676,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1742
0000-0000-0000-1677,user1677,NombreUsuario1677,Apellido1677,user1677@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291677,1743,curso #1677,1596547830,1603547830,curso#1677,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1743
0000-0000-0000-1678,user1678,NombreUsuario1678,Apellido1678,user1678@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291678,1744,curso #1678,1596547830,1603547830,curso#1678,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1744
0000-0000-0000-1679,user1679,NombreUsuario1679,Apellido1679,user1679@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291679,1745,curso #1679,1596547831,1603547831,curso#1679,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1745
0000-0000-0000-1680,user1680,NombreUsuario1680,Apellido1680,user1680@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291680,1746,curso #1680,1596547831,1603547831,curso#1680,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1746
0000-0000-0000-1681,user1681,NombreUsuario1681,Apellido1681,user1681@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291681,1747,curso #1681,1596547831,1603547831,curso#1681,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1747
0000-0000-0000-1682,user1682,NombreUsuario1682,Apellido1682,user1682@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291682,1748,curso #1682,1596547832,1603547832,curso#1682,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1748
0000-0000-0000-1683,user1683,NombreUsuario1683,Apellido1683,user1683@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291683,1749,curso #1683,1596547832,1603547832,curso#1683,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1749
0000-0000-0000-1684,user1684,NombreUsuario1684,Apellido1684,user1684@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291684,1750,curso #1684,1596547833,1603547833,curso#1684,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1750
0000-0000-0000-1685,user1685,NombreUsuario1685,Apellido1685,user1685@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291685,1751,curso #1685,1596547833,1603547833,curso#1685,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1751
0000-0000-0000-1686,user1686,NombreUsuario1686,Apellido1686,user1686@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291686,1752,curso #1686,1596547833,1603547833,curso#1686,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1752
0000-0000-0000-1687,user1687,NombreUsuario1687,Apellido1687,user1687@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291687,1753,curso #1687,1596547834,1603547834,curso#1687,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1753
0000-0000-0000-1688,user1688,NombreUsuario1688,Apellido1688,user1688@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291688,1754,curso #1688,1596547834,1603547834,curso#1688,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1754
0000-0000-0000-1689,user1689,NombreUsuario1689,Apellido1689,user1689@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291689,1755,curso #1689,1596547835,1603547835,curso#1689,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1755
0000-0000-0000-1690,user1690,NombreUsuario1690,Apellido1690,user1690@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291690,1756,curso #1690,1596547835,1603547835,curso#1690,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1756
0000-0000-0000-1691,user1691,NombreUsuario1691,Apellido1691,user1691@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291691,1757,curso #1691,1596547835,1603547835,curso#1691,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1757
0000-0000-0000-1692,user1692,NombreUsuario1692,Apellido1692,user1692@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291692,1758,curso #1692,1596547836,1603547836,curso#1692,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1758
0000-0000-0000-1693,user1693,NombreUsuario1693,Apellido1693,user1693@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291693,1759,curso #1693,1596547836,1603547836,curso#1693,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1759
0000-0000-0000-1694,user1694,NombreUsuario1694,Apellido1694,user1694@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291694,1760,curso #1694,1596547837,1603547837,curso#1694,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1760
0000-0000-0000-1695,user1695,NombreUsuario1695,Apellido1695,user1695@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291695,1761,curso #1695,1596547837,1603547837,curso#1695,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1761
0000-0000-0000-1696,user1696,NombreUsuario1696,Apellido1696,user1696@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291696,1762,curso #1696,1596547837,1603547837,curso#1696,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1762
0000-0000-0000-1697,user1697,NombreUsuario1697,Apellido1697,user1697@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291697,1763,curso #1697,1596547838,1603547838,curso#1697,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1763
0000-0000-0000-1698,user1698,NombreUsuario1698,Apellido1698,user1698@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291698,1764,curso #1698,1596547838,1603547838,curso#1698,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1764
0000-0000-0000-1699,user1699,NombreUsuario1699,Apellido1699,user1699@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291699,1765,curso #1699,1596547839,1603547839,curso#1699,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1765
0000-0000-0000-1700,user1700,NombreUsuario1700,Apellido1700,user1700@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291700,1766,curso #1700,1596547839,1603547839,curso#1700,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1766
0000-0000-0000-1701,user1701,NombreUsuario1701,Apellido1701,user1701@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291701,1767,curso #1701,1596547840,1603547840,curso#1701,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1767
0000-0000-0000-1702,user1702,NombreUsuario1702,Apellido1702,user1702@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291702,1768,curso #1702,1596547840,1603547840,curso#1702,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1768
0000-0000-0000-1703,user1703,NombreUsuario1703,Apellido1703,user1703@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291703,1769,curso #1703,1596547841,1603547841,curso#1703,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1769
0000-0000-0000-1704,user1704,NombreUsuario1704,Apellido1704,user1704@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291704,1770,curso #1704,1596547841,1603547841,curso#1704,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1770
0000-0000-0000-1705,user1705,NombreUsuario1705,Apellido1705,user1705@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291705,1771,curso #1705,1596547841,1603547841,curso#1705,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1771
0000-0000-0000-1706,user1706,NombreUsuario1706,Apellido1706,user1706@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291706,1772,curso #1706,1596547842,1603547842,curso#1706,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1772
0000-0000-0000-1707,user1707,NombreUsuario1707,Apellido1707,user1707@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291707,1773,curso #1707,1596547842,1603547842,curso#1707,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1773
0000-0000-0000-1708,user1708,NombreUsuario1708,Apellido1708,user1708@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291708,1774,curso #1708,1596547843,1603547843,curso#1708,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1774
0000-0000-0000-1709,user1709,NombreUsuario1709,Apellido1709,user1709@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291709,1775,curso #1709,1596547843,1603547843,curso#1709,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1775
0000-0000-0000-1710,user1710,NombreUsuario1710,Apellido1710,user1710@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291710,1776,curso #1710,1596547844,1603547844,curso#1710,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1776
0000-0000-0000-1711,user1711,NombreUsuario1711,Apellido1711,user1711@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291711,1777,curso #1711,1596547844,1603547844,curso#1711,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1777
0000-0000-0000-1712,user1712,NombreUsuario1712,Apellido1712,user1712@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291712,1778,curso #1712,1596547844,1603547844,curso#1712,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1778
0000-0000-0000-1713,user1713,NombreUsuario1713,Apellido1713,user1713@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291713,1779,curso #1713,1596547845,1603547845,curso#1713,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1779
0000-0000-0000-1714,user1714,NombreUsuario1714,Apellido1714,user1714@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291714,1780,curso #1714,1596547845,1603547845,curso#1714,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1780
0000-0000-0000-1715,user1715,NombreUsuario1715,Apellido1715,user1715@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291715,1781,curso #1715,1596547846,1603547846,curso#1715,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1781
0000-0000-0000-1716,user1716,NombreUsuario1716,Apellido1716,user1716@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291716,1782,curso #1716,1596547846,1603547846,curso#1716,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1782
0000-0000-0000-1717,user1717,NombreUsuario1717,Apellido1717,user1717@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291717,1783,curso #1717,1596547847,1603547847,curso#1717,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1783
0000-0000-0000-1718,user1718,NombreUsuario1718,Apellido1718,user1718@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291718,1784,curso #1718,1596547847,1603547847,curso#1718,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1784
0000-0000-0000-1719,user1719,NombreUsuario1719,Apellido1719,user1719@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291719,1785,curso #1719,1596547847,1603547847,curso#1719,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1785
0000-0000-0000-1720,user1720,NombreUsuario1720,Apellido1720,user1720@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291720,1786,curso #1720,1596547848,1603547848,curso#1720,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1786
0000-0000-0000-1721,user1721,NombreUsuario1721,Apellido1721,user1721@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291721,1787,curso #1721,1596547848,1603547848,curso#1721,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1787
0000-0000-0000-1722,user1722,NombreUsuario1722,Apellido1722,user1722@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291722,1788,curso #1722,1596547849,1603547849,curso#1722,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1788
0000-0000-0000-1723,user1723,NombreUsuario1723,Apellido1723,user1723@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291723,1789,curso #1723,1596547849,1603547849,curso#1723,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1789
0000-0000-0000-1724,user1724,NombreUsuario1724,Apellido1724,user1724@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291724,1790,curso #1724,1596547849,1603547849,curso#1724,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1790
0000-0000-0000-1725,user1725,NombreUsuario1725,Apellido1725,user1725@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291725,1791,curso #1725,1596547850,1603547850,curso#1725,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1791
0000-0000-0000-1726,user1726,NombreUsuario1726,Apellido1726,user1726@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291726,1792,curso #1726,1596547850,1603547850,curso#1726,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1792
